species,stench,sound,intelligence,weight,height,strength,heat,magic,flight,bribe
lizard,375.0,25.5,124.25500000000001,296.7,313.8677708504849,77.5,6.690909090909091,0,0,0.0
orc,564.0,70.0,12.205000000000002,389.1,390.63703388484583,93.0,17.636363636363637,0,0,0.0
lizard,336.0,39.5,126.745,401.7,386.6625482141675,72.5,4.834090909090909,0,1,0.0
orc,543.0,83.5,38.35,443.70000000000005,395.0225209938146,100.0,19.59090909090909,0,0,0.0
winged_rat,345.0,38.5,60.760000000000005,313.5,311.3332262960436,76.5,38.55,0,1,0.0
halfling,30.0,11.0,161.60500000000002,132.9,199.42425438552573,14.5,26.822727272727274,0,0,0.0
lizard,360.0,40.0,139.19500000000002,395.40000000000003,353.38101910639614,79.5,8.059090909090909,0,1,0.0
winged_rat,438.0,41.0,65.74000000000001,311.40000000000003,296.5319160682069,80.0,34.54318181818182,0,1,0.0
orc,543.0,79.0,1.0,408.0,399.45783167180645,97.0,18.515909090909094,0,0,0.0
orc,576.0,70.5,20.92,445.8,381.6079051558241,97.0,14.215909090909092,0,0,0.0
human,111.0,40.0,126.745,313.5,317.3750471728045,63.5,31.806818181818183,0,0,3566.0
halfling,9.0,11.5,161.60500000000002,135.0,195.7905068870593,15.0,28.288636363636368,0,0,0.0
human,120.0,25.5,226.34500000000003,214.8,252.81773684071902,29.5,28.581818181818186,1,0,6203.0
winged_rat,426.0,38.0,44.575,313.5,340.6978574961224,87.5,34.836363636363636,0,1,0.0
orc,522.0,91.0,28.39,382.8,359.7626764781119,100.0,15.681818181818182,0,0,0.0
halfling,57.0,10.0,166.585,164.4,227.96335874857388,25.5,26.138636363636365,0,0,0.0
halfling,21.0,10.5,129.235,105.60000000000001,179.40474445936533,19.0,23.69545454545455,0,0,0.0
winged_rat,354.0,44.5,55.78,319.8,327.43654572153355,64.0,35.03181818181819,0,1,0.0
orc,573.0,76.0,15.940000000000001,447.90000000000003,339.8551847699795,93.0,16.365909090909092,0,0,0.0
winged_rat,411.0,39.5,54.535000000000004,321.90000000000003,283.392202448476,72.5,42.06818181818182,0,1,0.0
human,153.0,34.0,145.42000000000002,233.70000000000002,245.6283574418172,60.0,28.093181818181822,0,0,3881.0
lizard,393.0,54.5,144.175,391.2,318.67590158707657,75.5,6.690909090909091,0,1,0.0
human,162.0,,218.87500000000003,237.9,297.67686942245945,44.0,25.747727272727275,1,0,5809.0
human,132.0,23.5,231.32500000000002,170.70000000000002,223.11877218890683,52.0,32.19772727272728,1,0,6301.0
winged_rat,423.0,38.5,59.51500000000001,372.3,350.7858826017509,90.5,38.74545454545455,0,1,0.0
lizard,306.0,37.5,132.97,408.0,331.3695581970081,96.0,6.593181818181819,0,1,0.0
halfling,60.0,7.5,157.87,90.9,202.29594821797406,17.0,22.03409090909091,0,0,0.0
halfling,48.0,12.0,134.215,160.20000000000002,271.8612063521173,14.5,23.10909090909091,0,0,0.0
halfling,36.0,4.0,141.685,82.5,187.00820855297133,11.5,23.304545454545455,0,0,0.0
human,228.0,30.5,135.46,237.9,265.93743059770514,49.0,33.27272727272727,0,0,3255.0
orc,537.0,76.5,15.940000000000001,412.2,378.1032730096286,99.5,17.147727272727273,0,0,0.0
orc,558.0,82.5,23.410000000000004,416.40000000000003,304.5037817607966,95.5,18.90681818181818,0,0,0.0
halfling,114.0,13.5,139.19500000000002,101.4,187.92313265900518,16.5,27.506818181818183,0,0,0.0
lizard,312.0,21.0,113.05000000000001,298.8,324.6561229580069,92.5,3.856818181818182,0,0,0.0
lizard,288.0,58.5,115.54,353.40000000000003,318.1510079593395,73.5,7.081818181818182,0,1,0.0
orc,591.0,89.0,12.205000000000002,408.0,348.03752559390705,94.5,15.388636363636365,0,0,0.0
halfling,69.0,12.0,149.155,61.5,180.99737094084165,18.0,26.725,0,0,0.0
halfling,54.0,7.5,144.175,99.3,183.64398330920307,20.0,28.386363636363637,0,0,0.0
lizard,357.0,17.5,131.72500000000002,368.1,354.9568313464351,81.5,7.7659090909090915,0,1,0.0
orc,582.0,71.5,9.715,450.0,403.01549873230925,94.5,16.854545454545455,0,0,0.0
lizard,363.0,27.0,130.48000000000002,332.40000000000003,298.86218183277225,71.5,7.375,0,0,0.0
lizard,330.0,39.5,121.76500000000001,395.40000000000003,389.9757599627718,73.5,6.300000000000001,0,1,0.0
orc,564.0,77.0,28.39,450.0,421.6185647705736,94.0,17.24545454545455,0,0,0.0
lizard,384.0,40.5,127.99000000000001,324.0,321.85293039215134,76.0,5.127272727272727,0,0,0.0
winged_rat,411.0,47.0,63.25000000000001,345.0,305.66082142145376,85.5,39.23409090909091,0,1,0.0
human,117.0,26.5,110.56,208.5,217.38117550778338,72.5,31.904545454545456,0,0,3062.0
orc,513.0,77.0,34.615,399.6,316.14387615997674,88.0,16.65909090909091,0,0,0.0
winged_rat,345.0,43.0,43.330000000000005,321.90000000000003,309.0398935394592,73.0,35.81363636363636,0,1,0.0
halfling,96.0,12.0,155.38000000000002,179.1,216.0761699368475,18.0,35.12954545454545,0,0,0.0
winged_rat,408.0,39.0,63.25000000000001,307.2,286.0393711587019,77.5,32.29545454545455,0,1,0.0
lizard,306.0,37.5,108.07000000000001,345.0,348.7829989479202,67.0,6.3977272727272725,0,0,0.0
human,135.0,43.0,108.07000000000001,195.9,244.1678253756583,51.5,28.093181818181822,0,0,2938.0
lizard,270.0,46.0,149.155,298.8,307.25145238625214,71.0,4.736363636363636,0,0,0.0
lizard,330.0,42.0,119.275,387.0,382.68198790165263,70.0,9.231818181818182,0,1,0.0
lizard,327.0,32.5,120.52000000000001,384.90000000000003,338.07057034767723,71.0,6.788636363636364,0,1,0.0
orc,546.0,73.0,40.84,447.90000000000003,396.6125253563706,97.0,12.945454545454547,0,0,0.0
lizard,318.0,26.5,129.235,305.1,243.6134902759486,53.0,6.690909090909091,0,0,0.0
orc,555.0,75.5,22.165000000000003,372.3,368.58190168828173,100.0,18.80909090909091,0,0,0.0
winged_rat,402.0,46.0,39.595000000000006,340.8,325.0595123276204,73.0,39.038636363636364,0,1,0.0
lizard,372.0,59.0,101.84500000000001,410.1,379.6890435768689,85.5,6.690909090909091,0,1,0.0
halfling,15.0,3.0,144.175,40.5,71.5212155634733,18.5,24.86818181818182,0,0,0.0
orc,576.0,74.5,27.145000000000003,450.0,437.7336673746651,93.5,17.34318181818182,0,0,0.0
orc,525.0,80.5,24.655,292.5,302.0321414256799,98.0,19.102272727272727,0,0,0.0
human,141.0,19.0,135.46,198.0,233.23214777358436,47.0,28.875,0,0,3514.0
orc,600.0,76.5,14.695,422.7,351.89097364811886,100.0,14.020454545454546,0,0,0.0
orc,474.0,79.0,17.185000000000002,408.0,366.97064431617736,98.5,16.072727272727274,0,0,0.0
winged_rat,381.0,36.5,68.23,342.90000000000003,314.19572479139947,57.0,39.82045454545455,0,1,0.0
human,57.0,31.0,137.95000000000002,317.7,299.0300089006641,70.0,28.972727272727276,0,0,3981.0
winged_rat,438.0,31.5,19.675,359.7,329.1788373754798,70.5,37.18181818181818,0,1,0.0
human,192.0,36.5,132.97,246.3,285.6601787341922,61.0,27.115909090909096,0,0,3407.0
human,186.0,49.5,154.13500000000002,258.9,323.0118116539849,60.0,32.29545454545455,0,0,4151.0
winged_rat,396.0,35.0,29.635,359.7,377.12788149392355,69.5,35.81363636363636,0,1,0.0
halfling,129.0,13.0,137.95000000000002,118.2,198.98855850855907,27.5,23.69545454545455,0,0,0.0
halfling,108.0,19.0,152.89000000000001,69.9,163.12497470184482,15.0,31.70909090909091,0,0,0.0
winged_rat,414.0,33.0,65.74000000000001,363.90000000000003,384.0415939581607,83.0,37.57272727272727,0,1,0.0
human,81.0,36.0,137.95000000000002,263.1,339.4716553925322,79.0,26.33409090909091,0,0,3951.0
winged_rat,399.0,41.0,64.495,330.3,377.1031019461353,69.0,37.67045454545455,0,1,0.0
orc,516.0,78.0,29.635,338.7,365.61833931548,92.0,18.515909090909094,0,0,0.0
halfling,54.0,24.0,152.89000000000001,118.2,192.40304587758718,12.5,24.770454545454548,0,0,0.0
orc,504.0,79.5,28.39,225.3,289.77119144694467,97.5,16.463636363636365,0,0,0.0
lizard,390.0,22.0,139.19500000000002,368.1,325.8126202544029,62.5,6.300000000000001,0,1,0.0
lizard,309.0,49.5,127.99000000000001,376.5,383.8421069163502,82.0,8.352272727272727,0,1,0.0
human,207.0,42.0,152.89000000000001,244.20000000000002,298.67788853795065,60.0,31.513636363636365,0,0,3881.0
orc,519.0,73.5,9.715,450.0,423.7757800842878,100.0,17.34318181818182,0,0,0.0
halfling,66.0,6.0,121.76500000000001,130.8,170.95895724852932,15.5,27.995454545454546,0,0,0.0
human,180.0,33.0,152.89000000000001,227.4,239.6275858756801,65.5,29.363636363636363,0,0,3847.0
human,138.0,24.5,212.65,193.8,211.70364821798057,51.5,27.40909090909091,1,0,5746.0
orc,543.0,75.0,22.165000000000003,410.1,419.2173291086907,100.0,18.613636363636363,0,0,0.0
halfling,66.0,14.0,167.83,67.80000000000001,173.92069100789033,25.0,24.28181818181818,0,0,0.0
halfling,60.0,11.5,175.3,174.9,206.62254017073627,23.0,27.01818181818182,0,0,0.0
winged_rat,414.0,37.5,45.82000000000001,326.1,291.1797686427779,74.0,34.25,0,1,0.0
orc,537.0,81.0,14.695,424.8,414.7585485717832,88.0,13.43409090909091,0,0,0.0
winged_rat,384.0,24.5,53.290000000000006,351.3,333.2483103145176,69.0,35.03181818181819,0,1,0.0
human,204.0,47.0,137.95000000000002,286.2,303.9521259323239,75.0,29.265909090909094,0,0,3575.0
winged_rat,414.0,42.5,73.21000000000001,309.3,316.5952405936921,58.5,32.00227272727273,0,1,0.0
orc,537.0,78.5,8.47,408.0,377.5577296429523,95.0,16.952272727272728,0,0,0.0
halfling,36.0,0.0,146.66500000000002,124.5,165.00804942512968,20.5,31.513636363636365,0,0,0.0
lizard,399.0,40.0,114.29500000000002,393.3,376.05454150340466,77.5,8.059090909090909,0,1,0.0
winged_rat,411.0,36.5,48.31,347.1,292.0163069603765,65.0,32.4909090909091,0,1,0.0
halfling,30.0,15.5,144.175,126.60000000000001,168.43152585044882,25.5,25.454545454545453,0,0,0.0
halfling,63.0,14.5,172.81,172.8,185.5806692561275,23.5,21.838636363636365,0,0,0.0
lizard,417.0,19.0,101.84500000000001,410.1,386.5053767062461,72.0,8.352272727272727,0,1,0.0
winged_rat,414.0,37.0,69.47500000000001,342.90000000000003,355.36448178193405,65.0,31.806818181818183,0,1,0.0
winged_rat,396.0,44.5,53.290000000000006,368.1,361.6414621449359,72.5,34.44545454545455,0,1,0.0
halfling,60.0,4.5,175.3,90.9,177.39050802351503,19.5,27.897727272727273,0,0,0.0
halfling,60.0,8.0,166.585,57.3,135.92813914231087,21.0,27.115909090909096,0,0,0.0
lizard,306.0,42.0,101.84500000000001,361.8,290.25149386090465,65.0,4.15,0,1,0.0
winged_rat,393.0,28.5,42.085,342.90000000000003,380.88669317390423,92.5,,0,1,0.0
human,93.0,37.0,156.625,298.8,277.70445705536275,48.0,25.16136363636364,0,0,4420.0
orc,558.0,78.0,33.370000000000005,450.0,413.133060472916,88.0,16.170454545454547,0,0,0.0
halfling,54.0,13.5,177.79000000000002,132.9,156.27996437194295,15.0,26.33409090909091,0,0,0.0
winged_rat,456.0,41.0,44.575,380.7,315.65280655153396,81.5,39.23409090909091,0,1,0.0
orc,522.0,75.5,14.695,439.5,353.04062413018653,94.0,15.193181818181818,0,0,0.0
lizard,345.0,28.0,149.155,405.90000000000003,380.004710231766,69.0,5.2250000000000005,0,1,0.0
halfling,12.0,5.5,167.83,88.80000000000001,155.02743610765586,8.0,26.138636363636365,0,0,0.0
halfling,129.0,11.0,162.85000000000002,90.9,131.9153288723935,29.0,27.60454545454546,0,0,0.0
halfling,45.0,15.5,162.85000000000002,153.9,197.249293837894,20.0,26.040909090909093,0,0,0.0
lizard,384.0,42.5,150.4,372.3,400.178387703495,82.0,6.886363636363637,0,1,0.0
halfling,60.0,9.5,141.685,109.8,177.18652060989353,21.5,33.85909090909091,0,0,0.0
halfling,72.0,15.0,141.685,130.8,203.42881285257974,19.5,28.972727272727276,0,0,0.0
halfling,75.0,12.0,137.95000000000002,57.3,153.4807531007102,20.0,20.17727272727273,0,0,0.0
winged_rat,399.0,43.5,52.045,321.90000000000003,289.39356120374424,97.5,38.74545454545455,0,1,0.0
human,123.0,41.5,157.87,237.9,238.58361712095572,59.5,29.559090909090912,0,0,4479.0
winged_rat,420.0,37.0,58.27,324.0,316.7135150908484,66.5,41.67727272727273,0,1,0.0
lizard,291.0,53.5,100.60000000000001,315.6,273.72955960314,91.0,6.788636363636364,0,0,0.0
halfling,90.0,2.0,150.4,34.2,123.49442952390253,18.0,22.327272727272728,0,0,0.0
halfling,30.0,5.5,152.89000000000001,72.0,148.76499415747253,22.5,28.19090909090909,0,0,0.0
orc,534.0,81.0,42.085,418.5,376.97340489954365,91.0,14.411363636363637,0,0,0.0
lizard,372.0,20.0,126.745,298.8,282.9371397721596,73.0,7.179545454545456,0,0,0.0
lizard,384.0,37.0,98.11000000000001,269.4,259.1423725067908,72.5,7.179545454545456,0,0,0.0
orc,480.0,80.5,60.760000000000005,342.90000000000003,332.0497493359072,93.0,17.24545454545455,0,0,0.0
human,216.0,45.5,136.705,200.1,191.96747632462757,65.5,27.897727272727273,0,0,3505.0
lizard,393.0,52.0,125.50000000000001,326.1,323.59781587665236,72.0,6.202272727272727,0,0,0.0
halfling,177.0,8.5,174.055,172.8,240.98377671898362,13.0,24.28181818181818,0,0,0.0
winged_rat,369.0,30.5,34.615,321.90000000000003,321.948696521194,75.5,36.790909090909096,0,1,0.0
halfling,63.0,0.0,139.19500000000002,128.7,217.18643559443944,22.5,28.972727272727276,0,0,0.0
winged_rat,381.0,32.0,59.51500000000001,347.1,293.16010507578625,80.5,36.009090909090915,0,1,0.0
human,228.0,35.5,135.46,307.2,295.93336298392825,61.0,20.95909090909091,0,0,3250.0
halfling,0.0,12.0,157.87,101.4,176.83001979530584,23.5,26.920454545454547,0,0,0.0
halfling,30.0,12.0,149.155,109.8,207.3378267797019,18.5,20.861363636363638,0,0,0.0
orc,546.0,88.5,40.84,366.0,376.2478732492391,91.5,18.418181818181818,0,0,0.0
winged_rat,363.0,37.5,55.78,313.5,278.3419359502606,78.5,37.18181818181818,0,1,0.0
lizard,339.0,24.0,154.13500000000002,378.6,358.3003527367191,64.5,7.863636363636363,0,1,0.0
human,24.0,25.5,136.705,181.20000000000002,231.98189804454535,50.5,34.54318181818182,0,0,4116.0
human,108.0,20.5,139.19500000000002,263.1,306.4762993545064,49.5,27.115909090909096,0,0,3735.0
lizard,336.0,37.0,118.03000000000002,366.0,380.164435185449,59.0,6.495454545454546,0,1,0.0
human,117.0,23.0,247.51000000000002,212.70000000000002,243.25757555338086,60.0,29.363636363636363,1,0,6709.0
orc,525.0,73.0,35.86,376.5,319.59786899001165,100.0,16.26818181818182,0,0,0.0
lizard,345.0,38.5,136.705,372.3,354.34468775464916,74.5,6.886363636363637,0,1,0.0
orc,525.0,82.5,32.125,450.0,446.7726552075005,98.5,16.65909090909091,0,0,0.0
halfling,63.0,7.5,152.89000000000001,151.8,236.64218593265383,17.0,26.236363636363638,0,0,0.0
winged_rat,402.0,46.5,53.290000000000006,351.3,311.19117063962193,79.0,25.55227272727273,0,1,0.0
orc,564.0,73.5,33.370000000000005,426.90000000000003,392.3900589925072,95.0,14.118181818181819,0,0,0.0
winged_rat,369.0,35.0,37.105000000000004,338.7,305.92308365772783,65.5,33.956818181818186,0,1,0.0
halfling,30.0,15.5,152.89000000000001,128.7,158.404029907902,18.0,25.650000000000002,0,0,0.0
winged_rat,435.0,40.5,49.55500000000001,345.0,341.7759850429188,64.0,33.956818181818186,0,1,0.0
lizard,327.0,40.0,103.09,370.2,341.57303938871746,63.0,6.495454545454546,0,1,0.0
human,105.0,26.5,221.365,116.10000000000001,145.12592565307045,53.0,31.611363636363638,1,0,6140.0
halfling,12.0,12.0,144.175,30.0,162.9294109233786,23.5,26.040909090909093,0,0,0.0
human,198.0,32.0,,202.20000000000002,277.5783493985376,73.0,27.995454545454546,0,0,3937.0
halfling,51.0,,142.93,116.10000000000001,166.83468654032976,24.0,24.672727272727276,0,0,0.0
lizard,333.0,35.0,127.99000000000001,324.0,349.5941897006102,78.5,4.052272727272728,0,0,0.0
lizard,363.0,61.5,109.31500000000001,294.6,314.0131266465546,79.0,6.788636363636364,0,0,0.0
halfling,36.0,0.5,162.85000000000002,116.10000000000001,190.25462185297772,18.0,26.725,0,0,0.0
lizard,300.0,26.5,139.19500000000002,313.5,298.3778697518206,78.5,8.547727272727272,0,0,0.0
winged_rat,411.0,36.5,60.760000000000005,353.40000000000003,390.2726685017301,66.5,39.91818181818182,0,1,0.0
lizard,318.0,17.0,111.805,372.3,319.9952996218423,73.0,5.811363636363637,0,1,0.0
orc,582.0,72.5,35.86,422.7,346.9014382504026,93.5,16.65909090909091,0,0,0.0
halfling,102.0,23.0,139.19500000000002,200.1,255.17949819391114,21.5,23.10909090909091,0,0,0.0
halfling,90.0,13.0,145.42000000000002,141.3,218.0392129886175,15.5,27.01818181818182,0,0,0.0
lizard,333.0,30.5,111.805,380.7,341.1342689914886,71.0,5.322727272727273,0,1,0.0
halfling,75.0,4.0,155.38000000000002,151.8,167.86596480880155,16.5,23.890909090909094,0,0,0.0
winged_rat,363.0,47.0,44.575,374.40000000000003,368.4588623754918,75.0,28.972727272727276,0,1,0.0
halfling,39.0,19.0,123.01,78.30000000000001,185.83253276083792,22.0,20.17727272727273,0,0,0.0
winged_rat,381.0,44.0,22.165000000000003,368.1,331.96052249701074,93.5,35.22727272727273,0,1,0.0
halfling,57.0,11.5,131.72500000000002,36.3,110.34186126118499,21.5,21.838636363636365,0,0,0.0
halfling,12.0,3.5,174.055,153.9,207.79193150491793,14.5,30.53636363636364,0,0,0.0
halfling,159.0,9.5,140.44,111.9,168.01937469170977,14.5,27.506818181818183,0,0,0.0
human,249.0,24.5,135.46,252.60000000000002,276.4283617540262,45.5,26.33409090909091,0,0,3039.0
halfling,99.0,16.5,152.89000000000001,135.0,199.9055557117086,26.0,21.25227272727273,0,0,0.0
lizard,339.0,45.0,135.46,277.8,270.5077487032222,60.0,6.3977272727272725,0,0,0.0
orc,498.0,81.5,17.185000000000002,387.0,409.0873582822015,91.5,18.613636363636363,0,0,0.0
lizard,327.0,29.0,131.72500000000002,351.3,363.25500463017147,85.5,5.909090909090909,0,1,0.0
lizard,291.0,49.5,88.15,300.90000000000003,279.78596136596224,75.5,7.4727272727272736,0,0,0.0
winged_rat,423.0,41.5,69.47500000000001,349.2,321.5921425618415,94.5,30.63409090909091,0,1,0.0
orc,558.0,84.0,40.84,401.7,332.1570593622072,91.0,16.365909090909092,0,0,0.0
winged_rat,357.0,34.5,42.085,366.0,304.60902053492316,63.0,34.93409090909091,0,1,0.0
orc,495.0,73.0,35.86,393.3,313.08353801629215,91.0,18.90681818181818,0,0,0.0
orc,555.0,80.5,30.880000000000003,422.7,376.5450229015432,99.5,16.952272727272728,0,0,0.0
halfling,69.0,13.0,164.09500000000003,114.0,157.698796647765,29.5,26.431818181818183,0,0,0.0
human,186.0,40.5,155.38000000000002,206.4,273.11712169568347,79.5,22.522727272727273,0,0,4101.0
orc,528.0,76.5,49.55500000000001,401.7,324.0006503765303,94.0,17.24545454545455,0,0,0.0
halfling,114.0,9.0,149.155,164.4,223.29105494384268,17.0,27.506818181818183,0,0,0.0
human,207.0,29.0,145.42000000000002,195.9,242.85454292846913,56.5,25.747727272727275,0,0,3677.0
lizard,345.0,44.5,140.44,431.1,357.80684719310193,84.5,6.593181818181819,0,1,0.0
lizard,348.0,57.5,139.19500000000002,300.90000000000003,299.8202944105478,63.5,5.713636363636364,0,0,0.0
human,156.0,42.0,151.645,313.5,302.0791047043797,63.0,31.025000000000002,0,0,4153.0
winged_rat,384.0,35.5,48.31,357.6,350.66647182848226,60.0,36.69318181818182,0,1,0.0
lizard,324.0,50.5,86.905,363.90000000000003,348.00846625589713,61.5,7.570454545454545,0,1,0.0
orc,576.0,80.0,10.96,387.0,332.23961287384435,99.5,15.486363636363638,0,0,0.0
orc,504.0,84.5,9.715,424.8,359.7808431031786,100.0,17.34318181818182,0,0,0.0
orc,582.0,90.0,13.450000000000001,450.0,416.61594287960486,98.0,14.215909090909092,0,0,0.0
human,246.0,51.0,141.685,183.3,253.25473361367733,69.5,25.55227272727273,0,0,3572.0
orc,528.0,76.5,30.880000000000003,439.5,431.1412375334499,88.0,17.147727272727273,0,0,0.0
human,204.0,24.0,150.4,185.4,255.1058108101361,52.5,34.05454545454546,0,0,3682.0
human,132.0,25.0,192.73000000000002,177.0,186.1296827869348,42.5,23.988636363636363,1,0,5214.0
orc,552.0,77.0,7.2250000000000005,305.1,301.8575659316067,94.0,15.095454545454546,0,0,0.0
orc,528.0,80.0,32.125,408.0,390.76340423141477,98.5,15.975000000000001,0,0,0.0
orc,585.0,85.5,4.735,439.5,413.5575261850159,87.0,14.80227272727273,0,0,0.0
winged_rat,402.0,43.5,43.330000000000005,374.40000000000003,336.25242869818607,66.0,34.836363636363636,0,1,0.0
halfling,66.0,5.0,145.42000000000002,118.2,197.33084997512657,22.0,27.702272727272728,0,0,0.0
human,24.0,41.0,147.91000000000003,315.6,313.8868820823862,56.0,,0,0,4514.0
human,117.0,20.5,216.38500000000002,204.3,213.53073275053322,40.5,27.800000000000004,1,0,5862.0
winged_rat,339.0,37.5,49.55500000000001,342.90000000000003,333.56369616650096,81.5,36.009090909090915,0,1,0.0
human,114.0,52.0,123.01,271.5,279.72329910056686,60.0,27.311363636363637,0,0,3577.0
halfling,69.0,5.0,157.87,84.6,193.79110739400315,23.0,22.327272727272728,0,0,0.0
winged_rat,348.0,42.0,33.370000000000005,342.90000000000003,287.37126231392756,79.5,39.42954545454546,0,1,0.0
lizard,348.0,51.0,167.83,366.0,307.7530463299257,84.5,8.938636363636364,0,1,0.0
lizard,294.0,19.5,141.685,376.5,369.6065356555445,82.5,5.811363636363637,0,1,0.0
halfling,72.0,16.5,146.66500000000002,103.5,178.66516190673667,20.5,24.477272727272727,0,0,0.0
halfling,24.0,16.0,155.38000000000002,,,19.5,28.77727272727273,0,0,0.0
orc,528.0,77.0,35.86,441.6,372.91997460131773,100.0,15.681818181818182,0,0,0.0
orc,555.0,77.0,14.695,445.8,412.10053656985383,100.0,15.584090909090909,0,0,0.0
winged_rat,399.0,47.0,30.880000000000003,389.1,344.6425614504866,82.0,34.25,0,1,0.0
winged_rat,372.0,37.0,52.045,328.2,303.6736973610923,74.5,34.25,0,1,0.0
human,114.0,24.5,141.685,202.20000000000002,250.14442280825511,68.5,29.168181818181818,0,0,3926.0
winged_rat,432.0,32.0,49.55500000000001,349.2,332.1044495403015,63.0,38.55,0,1,0.0
halfling,54.0,14.5,151.645,84.6,190.18016636930477,14.0,24.184090909090912,0,0,0.0
human,150.0,26.5,233.81500000000003,181.20000000000002,198.33346217409735,66.0,29.168181818181818,1,0,6318.0
human,81.0,29.0,146.66500000000002,258.9,277.74415408256914,40.0,28.875,0,0,4117.0
halfling,15.0,5.5,161.60500000000002,72.0,163.74081105181978,21.5,26.040909090909093,0,0,0.0
lizard,336.0,33.5,93.13000000000001,332.40000000000003,337.99068684322236,81.0,4.247727272727273,0,0,0.0
orc,495.0,78.5,37.105000000000004,399.6,375.9903424644123,96.5,18.80909090909091,0,0,0.0
halfling,33.0,12.5,134.215,135.0,211.58324735002694,21.0,28.875,0,0,0.0
lizard,399.0,21.5,118.03000000000002,380.7,342.52479560474285,68.5,7.179545454545456,0,1,0.0
lizard,336.0,38.0,120.52000000000001,340.8,315.182351860313,76.5,7.961363636363637,0,0,0.0
halfling,114.0,11.0,159.115,59.400000000000006,216.2568792358107,33.5,27.40909090909091,0,0,0.0
winged_rat,372.0,38.0,58.27,330.3,290.8784164593481,66.0,37.37727272727273,0,1,0.0
orc,423.0,77.5,38.35,405.90000000000003,374.8932940842302,94.0,15.779545454545456,0,0,0.0
halfling,9.0,12.0,166.585,44.7,149.25194061113308,27.5,27.60454545454546,0,0,0.0
halfling,90.0,6.0,130.48000000000002,114.0,150.8713511108503,17.0,24.184090909090912,0,0,0.0
orc,573.0,79.0,20.92,447.90000000000003,379.20875028122725,100.0,18.515909090909094,0,0,0.0
orc,534.0,80.0,30.880000000000003,450.0,391.5195893957546,94.0,16.952272727272728,0,0,0.0
lizard,324.0,50.0,127.99000000000001,353.40000000000003,330.32329223334364,74.5,7.7659090909090915,0,1,0.0
winged_rat,450.0,44.5,53.290000000000006,347.1,319.2030763544103,72.5,43.72954545454546,0,1,0.0
human,204.0,34.0,154.13500000000002,147.60000000000002,267.4671197631032,68.5,29.950000000000003,0,0,3864.0
lizard,363.0,39.0,120.52000000000001,307.2,277.8555386249387,79.5,5.2250000000000005,0,0,0.0
human,135.0,23.0,203.93500000000003,242.10000000000002,232.93842476445298,49.0,29.363636363636363,1,0,5501.0
human,141.0,25.0,121.76500000000001,145.5,193.53399282921208,65.0,26.529545454545456,0,0,3121.0
lizard,360.0,32.5,131.72500000000002,349.2,306.2391084898204,63.5,8.059090909090909,0,1,0.0
lizard,312.0,32.5,131.72500000000002,342.90000000000003,358.0126526129799,81.0,9.13409090909091,0,0,0.0
orc,507.0,83.5,27.145000000000003,374.40000000000003,307.78284145199785,100.0,14.020454545454546,0,0,0.0
lizard,363.0,28.0,130.48000000000002,387.0,413.0032133349301,76.0,6.202272727272727,0,1,0.0
human,216.0,28.5,129.235,275.70000000000005,285.2591467252554,72.5,27.506818181818183,0,0,3103.0
human,90.0,34.0,126.745,248.4,297.3474490294513,66.0,31.220454545454547,0,0,3609.0
human,192.0,41.0,129.235,279.9,294.8692203434523,62.5,23.10909090909091,0,0,3321.0
orc,528.0,79.0,22.165000000000003,420.6,393.1928923180539,92.5,17.831818181818182,0,0,0.0
halfling,93.0,12.0,161.60500000000002,172.8,207.4371415784722,15.0,31.70909090909091,0,0,0.0
winged_rat,351.0,42.0,64.495,366.0,341.10518398898313,79.5,40.50454545454546,0,1,0.0
winged_rat,402.0,38.5,27.145000000000003,338.7,356.341851564973,82.5,35.61818181818182,0,1,0.0
orc,453.0,84.5,19.675,445.8,410.1685141043051,93.5,16.463636363636365,0,0,0.0
halfling,96.0,14.0,161.60500000000002,120.3,169.5600268764241,19.0,25.747727272727275,0,0,0.0
lizard,327.0,20.5,111.805,380.7,360.1188165563874,81.5,8.254545454545454,0,1,0.0
lizard,366.0,43.0,81.92500000000001,309.3,290.94824848927493,79.5,8.156818181818183,0,0,0.0
winged_rat,354.0,32.5,27.145000000000003,317.7,309.9659188127348,80.0,36.497727272727275,0,1,0.0
halfling,48.0,14.5,146.66500000000002,38.4,141.07649366433913,19.5,29.656818181818185,0,0,0.0
human,87.0,38.0,150.4,324.0,283.98651558644826,77.0,27.60454545454546,0,0,4283.0
winged_rat,372.0,33.0,39.595000000000006,321.90000000000003,368.6610692400219,66.0,37.475,0,1,0.0
lizard,303.0,26.5,139.19500000000002,405.90000000000003,375.61089164752207,63.5,6.886363636363637,0,1,0.0
human,228.0,27.5,169.07500000000002,195.9,215.71320697237542,53.0,22.913636363636368,0,0,4190.0
halfling,132.0,6.5,157.87,158.1,153.11035685682742,23.5,29.656818181818185,0,0,0.0
halfling,66.0,3.0,151.645,128.7,168.27228447954053,23.5,23.988636363636363,0,0,0.0
halfling,36.0,8.5,150.4,95.10000000000001,160.72813919924647,17.5,28.679545454545455,0,0,0.0
lizard,366.0,19.0,131.72500000000002,256.8,278.94255786879046,74.0,8.547727272727272,0,0,0.0
lizard,285.0,22.5,154.13500000000002,363.90000000000003,354.9283090511494,71.0,9.525,0,1,0.0
